                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     40,                0.68804,                0.74641,                 1.0556,                 0.4975,                0.50801,                0.51512,                0.42619,                 0.4308,                0.45626,                0.93627,              0.0092476,              0.0092476,              0.0092476
                     41,                0.68929,                0.75154,                 1.0554,                 0.5263,                0.55596,                0.53021,                 0.4376,                0.41678,                0.43478,                0.92848,              0.0092278,              0.0092278,              0.0092278
                     42,                0.68578,                0.73789,                 1.0575,                0.51356,                0.55989,                0.52435,                0.43288,                 0.4322,                0.43934,                0.95045,               0.009208,               0.009208,               0.009208
                     43,                0.68687,                0.74727,                 1.0578,                0.51616,                0.56815,                0.52823,                0.43432,                0.42158,                0.44024,                0.93805,              0.0091882,              0.0091882,              0.0091882
                     44,                 0.6919,                0.74975,                 1.0597,                0.47309,                0.54706,                 0.5175,                0.42352,                0.41808,                0.45031,                0.93271,              0.0091684,              0.0091684,              0.0091684
                     45,                0.68553,                0.73872,                 1.0524,                   0.49,                0.58763,                0.53054,                0.43101,                0.42751,                0.44568,                 0.9379,              0.0091486,              0.0091486,              0.0091486
                     46,                0.68281,                0.73482,                 1.0506,                0.51015,                0.53533,                0.52086,                0.42634,                0.42385,                0.44332,                0.94253,              0.0091288,              0.0091288,              0.0091288
                     47,                0.68657,                0.73708,                 1.0528,                0.48996,                0.58321,                0.53144,                0.43662,                0.41698,                 0.4351,                0.93372,               0.009109,               0.009109,               0.009109
                     48,                0.68301,                0.72992,                 1.0487,                0.47501,                0.59074,                0.52347,                 0.4312,                0.41909,                0.44416,                0.93455,              0.0090892,              0.0090892,              0.0090892
                     49,                0.67979,                0.72858,                 1.0487,                0.55012,                0.55142,                0.53824,                0.43918,                0.42646,                0.44234,                0.93473,              0.0090694,              0.0090694,              0.0090694
                     50,                0.68345,                0.72172,                  1.046,                 0.5093,                0.55262,                0.52065,                0.42705,                0.41756,                0.44175,                0.93484,              0.0090496,              0.0090496,              0.0090496
                     51,                 0.6721,                0.71379,                  1.049,                0.56472,                 0.5562,                0.54972,                0.44624,                0.42349,                0.43415,                0.93402,              0.0090298,              0.0090298,              0.0090298
                     52,                0.67818,                0.71505,                 1.0451,                0.51329,                0.59187,                0.54123,                0.44404,                0.41757,                0.43869,                0.93227,                0.00901,                0.00901,                0.00901
                     53,                 0.6785,                0.71448,                 1.0482,                0.50371,                0.58412,                 0.5294,                0.43572,                0.41706,                0.43013,                0.92966,              0.0089902,              0.0089902,              0.0089902
                     54,                0.67158,                0.71037,                 1.0452,                0.49132,                0.56892,                0.51876,                0.42448,                0.41901,                0.43918,                0.92864,              0.0089704,              0.0089704,              0.0089704
                     55,                0.67034,                0.69824,                 1.0407,                0.55836,                0.56469,                0.53745,                0.44265,                0.41858,                 0.4285,                 0.9295,              0.0089506,              0.0089506,              0.0089506
                     56,                0.67484,                0.70737,                 1.0444,                0.51321,                0.56651,                0.52164,                0.42829,                0.41281,                0.43439,                0.92796,              0.0089308,              0.0089308,              0.0089308
                     57,                0.66873,                0.70209,                 1.0459,                0.53843,                  0.564,                0.54259,                0.44512,                0.41825,                0.43466,                0.93208,               0.008911,               0.008911,               0.008911
                     58,                0.66125,                0.69116,                 1.0375,                0.52937,                0.54927,                 0.5388,                0.43978,                0.41382,                0.43696,                 0.9251,              0.0088912,              0.0088912,              0.0088912
                     59,                0.67293,                0.69927,                 1.0451,                0.55229,                0.54029,                0.54373,                0.44606,                0.41315,                0.43312,                0.92898,              0.0088714,              0.0088714,              0.0088714
                     60,                0.66863,                0.69328,                 1.0389,                0.52296,                0.54937,                0.53607,                0.43742,                0.41534,                0.42892,                0.93206,              0.0088516,              0.0088516,              0.0088516
                     61,                0.67071,                0.69684,                 1.0389,                 0.4905,                0.57628,                0.52281,                0.42835,                0.40991,                0.42663,                0.92541,              0.0088318,              0.0088318,              0.0088318
                     62,                0.67058,                0.69198,                 1.0382,                0.48399,                0.59571,                0.54238,                0.44643,                0.41482,                0.42915,                0.92827,               0.008812,               0.008812,               0.008812
                     63,                  0.668,                 0.6808,                 1.0346,                0.55255,                0.54551,                0.53639,                0.43856,                0.41147,                  0.434,                0.92517,              0.0087922,              0.0087922,              0.0087922
                     64,                0.66508,                0.68109,                 1.0358,                0.52804,                0.56761,                 0.5473,                0.44779,                0.40939,                0.43058,                0.92172,              0.0087724,              0.0087724,              0.0087724
                     65,                0.65779,                0.66817,                 1.0292,                 0.5267,                0.57317,                0.55519,                0.45214,                0.40995,                0.42769,                0.92361,              0.0087526,              0.0087526,              0.0087526
                     66,                0.66413,                0.67823,                 1.0341,                0.49757,                0.57881,                 0.5315,                0.43668,                0.40943,                0.42409,                0.92533,              0.0087328,              0.0087328,              0.0087328
                     67,                0.66071,                0.66947,                 1.0338,                0.54587,                 0.5426,                0.54686,                0.44652,                0.41677,                0.42984,                0.93346,               0.008713,               0.008713,               0.008713
                     68,                0.65374,                0.66246,                   1.03,                0.55535,                0.52127,                0.53737,                0.43951,                0.41378,                0.42416,                0.92627,              0.0086932,              0.0086932,              0.0086932
                     69,                0.66338,                0.66983,                 1.0322,                0.53474,                0.55773,                0.52587,                0.43012,                0.41259,                0.42405,                0.92974,              0.0086734,              0.0086734,              0.0086734
                     70,                0.65999,                0.67212,                 1.0327,                0.50499,                0.58928,                0.53249,                0.43735,                0.40798,                0.42782,                0.92289,              0.0086536,              0.0086536,              0.0086536
                     71,                0.65695,                0.66189,                 1.0297,                0.51602,                0.56989,                0.53265,                0.43845,                0.40831,                0.43037,                0.92482,              0.0086338,              0.0086338,              0.0086338
                     72,                0.65864,                0.66028,                 1.0283,                0.52787,                0.57828,                0.53615,                0.43988,                0.40879,                0.42786,                0.92611,               0.008614,               0.008614,               0.008614
                     73,                0.66204,                 0.6602,                 1.0307,                0.58192,                 0.5307,                0.54487,                0.45154,                0.41002,                0.42226,                0.92752,              0.0085942,              0.0085942,              0.0085942
                     74,                0.65768,                0.65194,                 1.0312,                0.54795,                0.55567,                0.54887,                 0.4487,                0.41142,                0.42457,                0.92778,              0.0085744,              0.0085744,              0.0085744
                     75,                0.66335,                0.65963,                 1.0298,                0.52139,                0.57135,                 0.5437,                0.44668,                 0.4093,                0.42471,                0.92379,              0.0085546,              0.0085546,              0.0085546
                     76,                0.65349,                 0.6463,                 1.0285,                0.52048,                0.57192,                 0.5505,                0.45131,                0.41007,                 0.4253,                0.92359,              0.0085348,              0.0085348,              0.0085348
                     77,                0.64808,                0.63822,                  1.025,                0.54059,                0.56071,                0.54879,                0.44844,                0.41066,                0.42582,                0.92521,               0.008515,               0.008515,               0.008515
                     78,                0.65129,                0.64006,                 1.0259,                0.52062,                0.56082,                0.54123,                0.44351,                0.40982,                0.41798,                0.92377,              0.0084952,              0.0084952,              0.0084952
                     79,                0.65126,                0.63874,                 1.0269,                0.56143,                 0.5507,                0.54014,                0.44554,                0.40999,                0.42134,                0.92446,              0.0084754,              0.0084754,              0.0084754
                     80,                0.65579,                0.64023,                 1.0249,                0.52364,                0.56004,                0.53653,                0.44054,                0.41219,                0.41426,                   0.93,              0.0084556,              0.0084556,              0.0084556
                     81,                 0.6542,                0.63978,                 1.0252,                0.51869,                0.58935,                0.53697,                0.44134,                0.41191,                0.41639,                0.92954,              0.0084358,              0.0084358,              0.0084358
                     82,                0.65575,                0.63737,                 1.0239,                0.51004,                0.58602,                0.53075,                0.43637,                0.41012,                0.42147,                0.92751,               0.008416,               0.008416,               0.008416
                     83,                0.64833,                0.62867,                  1.021,                0.54387,                0.53082,                0.52914,                0.43541,                0.40919,                0.41781,                0.92612,              0.0083962,              0.0083962,              0.0083962
                     84,                 0.6445,                 0.6314,                 1.0224,                0.53125,                0.56048,                0.53149,                0.43984,                0.40535,                0.41839,                0.92214,              0.0083764,              0.0083764,              0.0083764
                     85,                0.64639,                0.62774,                 1.0196,                0.56291,                0.54986,                0.54007,                0.44558,                0.40799,                0.42513,                 0.9258,              0.0083566,              0.0083566,              0.0083566
                     86,                0.64679,                0.61935,                 1.0199,                0.52859,                0.56184,                0.53465,                0.44009,                0.40861,                0.42273,                0.92481,              0.0083368,              0.0083368,              0.0083368
                     87,                0.64535,                0.61736,                 1.0185,                 0.4951,                0.58926,                0.54581,                0.45018,                0.40728,                0.42587,                0.92357,               0.008317,               0.008317,               0.008317
                     88,                0.63948,                0.61821,                 1.0149,                0.54189,                 0.5513,                0.54402,                0.44871,                0.40556,                0.42392,                0.92031,              0.0082972,              0.0082972,              0.0082972
                     89,                0.64311,                0.61484,                 1.0185,                 0.5466,                0.54751,                0.55031,                0.45242,                0.40262,                0.41947,                0.91897,              0.0082774,              0.0082774,              0.0082774
                     90,                0.64539,                0.61702,                 1.0208,                0.55304,                0.52546,                0.54182,                0.44675,                0.40387,                0.41991,                0.92143,              0.0082576,              0.0082576,              0.0082576
                     91,                 0.6449,                0.61766,                 1.0195,                0.49545,                0.58035,                0.54411,                 0.4473,                0.40505,                0.42335,                0.92559,              0.0082378,              0.0082378,              0.0082378
                     92,                0.64048,                0.60865,                 1.0159,                0.51681,                0.56368,                0.54981,                0.45032,                0.40588,                0.42214,                0.92337,               0.008218,               0.008218,               0.008218
                     93,                0.63775,                0.60304,                  1.015,                0.51781,                0.55641,                0.54751,                0.44941,                 0.4091,                0.42498,                0.92651,              0.0081982,              0.0081982,              0.0081982
                     94,                0.63984,                0.60033,                 1.0123,                0.52826,                0.55773,                0.54058,                0.44451,                  0.406,                0.42124,                 0.9217,              0.0081784,              0.0081784,              0.0081784
                     95,                0.63859,                0.60409,                 1.0127,                0.51304,                0.55731,                0.53592,                0.43942,                0.40356,                0.41941,                0.91998,              0.0081586,              0.0081586,              0.0081586
                     96,                0.64271,                0.60291,                  1.017,                0.52276,                0.55486,                0.53803,                0.44155,                0.40563,                0.42199,                0.92252,              0.0081388,              0.0081388,              0.0081388
                     97,                0.63457,                 0.6012,                 1.0112,                0.53051,                0.54436,                0.53581,                0.44079,                0.40604,                 0.4193,                0.92313,               0.008119,               0.008119,               0.008119
                     98,                 0.6361,                0.60191,                 1.0123,                0.55529,                0.53099,                0.53613,                 0.4426,                0.40494,                0.42009,                0.92203,              0.0080992,              0.0080992,              0.0080992
                     99,                0.63159,                0.59026,                 1.0117,                0.50853,                0.55226,                0.52741,                0.43644,                0.40607,                0.41827,                0.92344,              0.0080794,              0.0080794,              0.0080794
                    100,                0.64343,                0.59544,                 1.0163,                0.51106,                0.54509,                0.53158,                0.44076,                0.40726,                0.42184,                0.92485,              0.0080596,              0.0080596,              0.0080596
                    101,                  0.628,                0.58534,                 1.0055,                0.54629,                0.53309,                0.52867,                0.43739,                 0.4068,                 0.4223,                0.92333,              0.0080398,              0.0080398,              0.0080398
                    102,                0.63002,                0.57837,                 1.0083,                0.60067,                0.49636,                0.53719,                0.44369,                0.40865,                0.42591,                0.92532,                0.00802,                0.00802,                0.00802
                    103,                0.63612,                0.58561,                 1.0074,                0.57604,                0.50968,                0.53612,                0.44056,                0.40987,                0.42767,                0.92605,              0.0080002,              0.0080002,              0.0080002
                    104,                0.63128,                0.57879,                 1.0061,                0.59188,                0.50702,                0.53526,                0.43823,                0.40973,                0.42885,                0.92526,              0.0079804,              0.0079804,              0.0079804
                    105,                0.63214,                0.57817,                 1.0043,                0.50162,                0.56381,                0.53334,                 0.4379,                0.41022,                0.42833,                0.92488,              0.0079606,              0.0079606,              0.0079606
                    106,                0.62901,                0.57666,                  1.005,                0.57013,                0.51033,                0.53666,                0.44216,                0.41119,                0.42751,                0.92656,              0.0079408,              0.0079408,              0.0079408
                    107,                0.62439,                0.57413,                 1.0035,                0.56572,                0.52416,                0.53668,                0.44124,                0.41057,                0.42632,                 0.9255,               0.007921,               0.007921,               0.007921
                    108,                0.63025,                0.57795,                 1.0082,                0.58465,                0.50892,                0.53289,                0.43971,                0.40913,                0.42832,                0.92514,              0.0079012,              0.0079012,              0.0079012
                    109,                0.62884,                0.57086,                 1.0022,                0.56848,                0.51006,                0.53339,                0.43967,                0.40935,                0.42969,                0.92502,              0.0078814,              0.0078814,              0.0078814
                    110,                0.63227,                0.57475,                 1.0057,                0.57303,                 0.5148,                0.53173,                0.43794,                0.40906,                0.43132,                 0.9253,              0.0078616,              0.0078616,              0.0078616
                    111,                0.63258,                0.57163,                 1.0059,                0.56383,                 0.5295,                0.53515,                0.44225,                0.40953,                0.43325,                0.92511,              0.0078418,              0.0078418,              0.0078418
                    112,                0.62737,                0.56644,                 1.0022,                0.55987,                0.53209,                0.53396,                0.44281,                0.40938,                0.43176,                0.92459,               0.007822,               0.007822,               0.007822
                    113,                0.61896,                0.55275,                  1.002,                0.55203,                0.53127,                0.53118,                0.43882,                0.40957,                0.43103,                 0.9246,              0.0078022,              0.0078022,              0.0078022
                    114,                0.62806,                0.56437,                0.99913,                0.55933,                0.52277,                0.52917,                0.43833,                0.40837,                0.43028,                0.92393,              0.0077824,              0.0077824,              0.0077824
                    115,                0.62712,                0.56245,                 1.0023,                0.55527,                0.52308,                0.52821,                0.43738,                0.40751,                 0.4306,                0.92311,              0.0077626,              0.0077626,              0.0077626
                    116,                0.62001,                0.54975,                0.99586,                0.56834,                0.50699,                0.52583,                0.43416,                0.40786,                0.43139,                0.92391,              0.0077428,              0.0077428,              0.0077428
                    117,                0.62689,                0.55716,                      1,                 0.5853,                0.49854,                0.52243,                 0.4315,                0.40747,                0.42989,                0.92389,               0.007723,               0.007723,               0.007723
                    118,                0.61276,                 0.5397,                0.99251,                0.55913,                0.51862,                 0.5234,                0.43146,                0.40731,                0.43009,                0.92395,              0.0077032,              0.0077032,              0.0077032
                    119,                0.62232,                0.55534,                 0.9979,                0.55826,                0.51905,                0.52387,                0.43229,                0.40777,                0.43099,                 0.9243,              0.0076834,              0.0076834,              0.0076834
                    120,                0.61688,                0.54837,                0.99522,                0.55749,                0.51632,                0.52596,                0.43343,                0.40775,                 0.4323,                0.92412,              0.0076636,              0.0076636,              0.0076636
                    121,                0.61735,                0.54328,                0.99639,                0.55086,                 0.5134,                0.52653,                0.43365,                0.40893,                0.43277,                0.92522,              0.0076438,              0.0076438,              0.0076438
                    122,                0.61877,                0.54789,                0.99696,                0.56996,                 0.4999,                0.52427,                0.43301,                0.41007,                0.43208,                 0.9263,               0.007624,               0.007624,               0.007624
                    123,                0.61783,                0.53959,                0.99411,                0.53603,                0.51832,                0.52422,                0.43258,                0.40825,                0.43297,                0.92474,              0.0076042,              0.0076042,              0.0076042
                    124,                0.61488,                 0.5404,                0.99768,                0.54194,                0.52124,                0.52451,                0.43262,                0.40851,                0.43519,                0.92487,              0.0075844,              0.0075844,              0.0075844
                    125,                0.61403,                0.53671,                0.99482,                0.53273,                0.52932,                0.52514,                0.43374,                 0.4086,                0.43592,                0.92486,              0.0075646,              0.0075646,              0.0075646
                    126,                0.61884,                0.54186,                0.99479,                0.53576,                0.52403,                0.52548,                0.43442,                0.40844,                0.43504,                0.92442,              0.0075448,              0.0075448,              0.0075448
                    127,                0.62275,                0.54178,                0.99662,                0.58075,                 0.4907,                0.52599,                0.43514,                0.40889,                0.43467,                0.92465,               0.007525,               0.007525,               0.007525
                    128,                0.61111,                0.52812,                0.98927,                0.59394,                0.48585,                0.52577,                0.43486,                0.40939,                0.43377,                 0.9251,              0.0075052,              0.0075052,              0.0075052
                    129,                0.61611,                0.53472,                0.99102,                0.61067,                0.48115,                 0.5245,                0.43408,                0.40988,                0.43527,                0.92546,              0.0074854,              0.0074854,              0.0074854
                    130,                0.61442,                 0.5326,                0.99499,                0.60853,                 0.4771,                0.52284,                0.43194,                0.41052,                 0.4363,                 0.9259,              0.0074656,              0.0074656,              0.0074656
                    131,                0.61454,                0.53262,                0.99168,                0.51466,                0.53746,                0.52407,                0.43232,                0.40994,                0.43663,                0.92543,              0.0074458,              0.0074458,              0.0074458
                    132,                  0.612,                0.52493,                0.99097,                0.51656,                0.53321,                0.52371,                0.43172,                0.40941,                0.43656,                0.92537,               0.007426,               0.007426,               0.007426
                    133,                 0.6095,                0.52849,                  0.994,                0.58054,                 0.4925,                0.52727,                0.43462,                0.40886,                0.43623,                0.92507,              0.0074062,              0.0074062,              0.0074062
                    134,                0.60329,                0.52045,                0.98778,                0.51287,                0.53401,                 0.5237,                0.43097,                0.40873,                0.43703,                0.92498,              0.0073864,              0.0073864,              0.0073864
                    135,                0.60409,                0.51827,                0.98599,                0.51751,                0.53353,                0.52348,                0.43111,                0.40845,                0.43735,                0.92475,              0.0073666,              0.0073666,              0.0073666
                    136,                0.60402,                0.51088,                0.98679,                0.53448,                0.52145,                0.52285,                0.43112,                0.40817,                0.43737,                0.92487,              0.0073468,              0.0073468,              0.0073468
                    137,                0.61561,                0.52518,                 0.9862,                 0.5354,                0.51758,                0.52025,                0.42909,                0.40786,                0.43647,                0.92439,               0.007327,               0.007327,               0.007327
                    138,                0.60527,                 0.5154,                0.98437,                   0.52,                0.53393,                0.51996,                0.42918,                0.40756,                0.43562,                0.92423,              0.0073072,              0.0073072,              0.0073072
                    139,                0.60632,                0.51342,                  0.985,                0.52006,                0.53404,                0.52244,                0.43076,                0.40777,                0.43544,                0.92471,              0.0072874,              0.0072874,              0.0072874
                    140,                0.60347,                0.51246,                0.98539,                0.51504,                0.53375,                0.52015,                0.42841,                0.40756,                0.43564,                 0.9248,              0.0072676,              0.0072676,              0.0072676
                    141,                0.60506,                0.52018,                0.98403,                0.52133,                0.53391,                0.52055,                0.42837,                0.40799,                0.43484,                0.92527,              0.0072478,              0.0072478,              0.0072478
                    142,                0.60069,                0.50583,                0.98254,                0.51831,                0.53615,                 0.5198,                 0.4284,                0.40801,                0.43565,                0.92522,               0.007228,               0.007228,               0.007228
                    143,                0.60003,                0.50843,                0.98401,                0.52436,                 0.5364,                0.52388,                0.43192,                0.40825,                0.43706,                0.92539,              0.0072082,              0.0072082,              0.0072082
                    144,                0.59769,                0.49895,                0.97939,                0.52186,                0.53571,                0.52063,                0.42856,                0.40854,                0.43699,                0.92534,              0.0071884,              0.0071884,              0.0071884
                    145,                0.60589,                0.50712,                0.98289,                0.51918,                0.53643,                 0.5236,                 0.4324,                0.40862,                0.43716,                0.92522,              0.0071686,              0.0071686,              0.0071686
                    146,                0.60634,                0.50501,                0.98445,                0.51595,                0.53714,                0.52588,                0.43447,                0.40911,                0.43577,                 0.9258,              0.0071488,              0.0071488,              0.0071488
                    147,                0.60285,                0.50876,                 0.9827,                0.51582,                0.54115,                0.52669,                0.43434,                0.40919,                0.43733,                0.92566,               0.007129,               0.007129,               0.007129
                    148,                0.60206,                0.50796,                0.97938,                0.51537,                0.54257,                0.52755,                0.43486,                 0.4091,                0.43641,                 0.9255,              0.0071092,              0.0071092,              0.0071092
                    149,                0.60056,                0.50578,                0.98305,                0.51314,                0.54299,                0.52726,                0.43507,                0.40906,                 0.4366,                0.92556,              0.0070894,              0.0070894,              0.0070894
                    150,                0.59852,                0.49958,                0.98319,                0.51712,                0.54216,                0.52417,                0.43273,                0.40895,                0.43697,                0.92559,              0.0070696,              0.0070696,              0.0070696
                    151,                0.59779,                0.49635,                0.97739,                0.51828,                0.54469,                0.52391,                 0.4335,                 0.4086,                0.43803,                0.92552,              0.0070498,              0.0070498,              0.0070498
                    152,                0.60019,                0.49221,                0.98143,                0.51987,                0.54462,                0.52355,                0.43347,                0.40884,                0.43859,                0.92584,                0.00703,                0.00703,                0.00703
                    153,                0.59739,                0.49449,                0.97792,                 0.5182,                0.54085,                0.52665,                0.43531,                0.40908,                0.43911,                0.92612,              0.0070102,              0.0070102,              0.0070102
                    154,                0.60031,                0.49821,                0.97905,                0.51707,                0.54345,                 0.5236,                 0.4337,                0.40942,                0.43942,                0.92626,              0.0069904,              0.0069904,              0.0069904
                    155,                0.60106,                0.49873,                0.97843,                0.51574,                 0.5429,                0.52265,                0.43283,                0.40974,                0.43913,                0.92646,              0.0069706,              0.0069706,              0.0069706
                    156,                0.59473,                0.48311,                0.97678,                0.51327,                0.54196,                0.52177,                0.43282,                0.40969,                0.43837,                0.92645,              0.0069508,              0.0069508,              0.0069508
                    157,                0.59305,                0.49213,                 0.9765,                0.51589,                0.54307,                0.52378,                0.43428,                0.40967,                0.43914,                0.92655,               0.006931,               0.006931,               0.006931
                    158,                0.59385,                0.48817,                0.97644,                0.51702,                0.54214,                0.52439,                0.43469,                0.40951,                0.43915,                0.92646,              0.0069112,              0.0069112,              0.0069112
                    159,                0.58848,                0.48227,                0.97463,                0.51607,                 0.5415,                0.52375,                0.43423,                0.40946,                0.43954,                0.92631,              0.0068914,              0.0068914,              0.0068914
