                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    100,                0.44747,                0.29181,                 1.0636,                0.95315,                0.92646,                0.97314,                0.88135,                0.45921,                0.31981,                 1.0911,              0.0080596,              0.0080596,              0.0080596
                    101,                0.43978,                 0.2905,                 1.0574,                0.96255,                0.92672,                0.96784,                0.88425,                0.46103,                0.32871,                 1.0938,              0.0080398,              0.0080398,              0.0080398
                    102,                0.44554,                0.28695,                  1.066,                0.95934,                0.92673,                 0.9642,                0.87486,                0.45929,                0.32204,                 1.0654,                0.00802,                0.00802,                0.00802
                    103,                0.45321,                0.29323,                 1.0646,                0.95752,                0.93949,                0.96979,                0.87887,                0.46572,                0.32004,                 1.0864,              0.0080002,              0.0080002,              0.0080002
                    104,                0.45153,                0.28874,                 1.0678,                0.98046,                0.92666,                0.97228,                0.88411,                0.45788,                0.30499,                 1.0605,              0.0079804,              0.0079804,              0.0079804
                    105,                0.44956,                0.29087,                  1.053,                0.94821,                0.94768,                0.96834,                0.87752,                0.47846,                0.31132,                 1.0921,              0.0079606,              0.0079606,              0.0079606
                    106,                0.45718,                0.28942,                 1.0694,                0.98674,                0.89207,                0.96357,                0.87135,                0.48723,                0.35619,                 1.1219,              0.0079408,              0.0079408,              0.0079408
                    107,                0.44745,                0.29018,                 1.0642,                0.96467,                0.94922,                0.97342,                0.88829,                 0.4647,                0.31872,                 1.0807,               0.007921,               0.007921,               0.007921
                    108,                0.45759,                0.29699,                 1.0615,                  0.976,                0.93869,                0.96479,                0.88937,                0.44532,                 0.3175,                 1.0678,              0.0079012,              0.0079012,              0.0079012
                    109,                0.44361,                0.28358,                 1.0572,                0.95524,                0.93273,                0.97021,                0.89038,                0.45512,                0.31957,                 1.0555,              0.0078814,              0.0078814,              0.0078814
                    110,                 0.4483,                0.27836,                 1.0612,                0.95244,                0.92804,                0.96659,                0.88375,                0.47247,                0.32946,                 1.0991,              0.0078616,              0.0078616,              0.0078616
                    111,                0.45118,                0.28779,                 1.0703,                 0.9575,                 0.9509,                0.97583,                0.89303,                0.44161,                0.32328,                 1.0539,              0.0078418,              0.0078418,              0.0078418
                    112,                   0.43,                0.28166,                 1.0514,                0.95318,                0.94536,                0.97258,                0.88734,                0.45915,                0.30848,                 1.0749,               0.007822,               0.007822,               0.007822
                    113,                0.45081,                0.28835,                 1.0649,                  0.993,                0.92535,                 0.9684,                0.88563,                0.45694,                 0.3239,                  1.066,              0.0078022,              0.0078022,              0.0078022
                    114,                0.44018,                 0.2812,                 1.0548,                0.97963,                0.90801,                0.97023,                0.88357,                0.45125,                0.33305,                 1.0662,              0.0077824,              0.0077824,              0.0077824
                    115,                0.44601,                0.29036,                 1.0599,                0.96674,                0.93212,                0.97215,                0.87877,                0.48381,                0.34004,                 1.0971,              0.0077626,              0.0077626,              0.0077626
                    116,                 0.4392,                0.28335,                 1.0487,                0.96239,                0.93171,                0.97744,                0.89221,                0.43841,                0.30053,                 1.0443,              0.0077428,              0.0077428,              0.0077428
                    117,                0.44628,                0.28615,                 1.0613,                0.97352,                0.93212,                0.97318,                0.88473,                0.46171,                0.31755,                 1.0742,               0.007723,               0.007723,               0.007723
                    118,                0.43886,                0.27771,                 1.0521,                0.97889,                0.94356,                0.97715,                0.88972,                 0.4537,                0.29783,                  1.042,              0.0077032,              0.0077032,              0.0077032
                    119,                0.44261,                0.27587,                 1.0525,                0.97254,                0.90134,                0.96689,                0.89156,                0.44303,                 0.3218,                 1.0463,              0.0076834,              0.0076834,              0.0076834
                    120,                0.43572,                0.27697,                 1.0531,                0.95747,                0.93382,                0.96976,                0.89448,                0.43946,                 0.3071,                 1.0458,              0.0076636,              0.0076636,              0.0076636
                    121,                0.44039,                0.27146,                 1.0554,                0.98031,                0.93681,                0.97426,                0.89408,                0.44976,                0.28354,                 1.0569,              0.0076438,              0.0076438,              0.0076438
                    122,                0.43972,                0.27666,                 1.0617,                0.97965,                0.91826,                0.96971,                0.89197,                0.46096,                0.30981,                 1.0801,               0.007624,               0.007624,               0.007624
                    123,                0.43634,                0.27581,                 1.0596,                 0.9853,                0.92073,                0.96797,                0.88724,                0.44096,                0.29147,                  1.054,              0.0076042,              0.0076042,              0.0076042
                    124,                0.43612,                0.27412,                 1.0529,                0.98399,                0.93981,                0.96557,                 0.8858,                0.45716,                0.29442,                  1.069,              0.0075844,              0.0075844,              0.0075844
                    125,                0.43639,                0.27211,                 1.0546,                0.96252,                 0.9387,                0.96779,                0.88961,                0.46192,                0.33368,                 1.0692,              0.0075646,              0.0075646,              0.0075646
                    126,                0.44083,                0.27157,                 1.0567,                0.98988,                0.91651,                0.96642,                0.88582,                0.46094,                0.33363,                 1.0756,              0.0075448,              0.0075448,              0.0075448
                    127,                0.44061,                0.28014,                 1.0501,                0.97981,                0.93915,                0.97515,                0.88598,                 0.4472,                0.31307,                  1.063,               0.007525,               0.007525,               0.007525
                    128,                 0.4283,                0.27607,                  1.051,                0.98219,                 0.9303,                0.97249,                0.90224,                0.43961,                0.33812,                 1.0596,              0.0075052,              0.0075052,              0.0075052
                    129,                0.42916,                0.26947,                 1.0473,                0.96812,                0.92726,                0.97741,                0.90067,                0.43693,                 0.3019,                 1.0484,              0.0074854,              0.0074854,              0.0074854
                    130,                0.41721,                0.26469,                 1.0367,                0.97448,                0.92683,                0.96539,                0.89304,                0.44612,                0.31206,                 1.0651,              0.0074656,              0.0074656,              0.0074656
                    131,                0.43941,                0.27644,                 1.0519,                0.98292,                0.92701,                0.97249,                0.88227,                0.46561,                0.31973,                 1.0864,              0.0074458,              0.0074458,              0.0074458
                    132,                0.43939,                0.27296,                 1.0509,                0.96334,                0.93829,                0.97028,                 0.8833,                0.48742,                0.33028,                 1.1395,               0.007426,               0.007426,               0.007426
                    133,                0.42016,                0.26069,                 1.0453,                0.96957,                0.94885,                0.97292,                  0.896,                0.44033,                0.31109,                 1.0605,              0.0074062,              0.0074062,              0.0074062
                    134,                0.42771,                0.26391,                 1.0465,                 0.9454,                0.93369,                0.96156,                0.89113,                0.43713,                0.29446,                 1.0443,              0.0073864,              0.0073864,              0.0073864
                    135,                0.42919,                0.26874,                 1.0391,                0.96355,                0.92642,                0.96738,                0.89185,                0.45542,                0.32705,                 1.0725,              0.0073666,              0.0073666,              0.0073666
                    136,                0.42386,                0.26898,                 1.0415,                0.98041,                0.92367,                0.96737,                0.89204,                0.44388,                0.32715,                 1.0563,              0.0073468,              0.0073468,              0.0073468
                    137,                0.43276,                0.26795,                 1.0518,                0.96327,                0.93461,                0.97354,                 0.8932,                0.44994,                0.31184,                 1.0413,               0.007327,               0.007327,               0.007327
